folder,originalPath,newPath,dateTime,order,ext,mediaType,cdnUrl,country,state,citySlug,notionLocationName,notionStoryTitle
Arlington,stories/Arlington/ash_1221w_story_10_5_2025_9_08_03 PM3737095212511322671.mp4,stories-organized/usa/texas/arlington/12.mp4,2025-10-05T21:08:03,12,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/12.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_11_1_2025_2_46_46 AM3756109974570151015.mp4,stories-organized/usa/texas/arlington/13.mp4,2025-11-01T02:46:46,13,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/13.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_11_2_2025_4_34_40 AM3756919144865267146.mp4,stories-organized/usa/texas/arlington/14.mp4,2025-11-02T04:34:40,14,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/14.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_11_14_2025_4_55_11 AM3765626754615402810.mp4,stories-organized/usa/texas/arlington/15.mp4,2025-11-14T04:55:11,15,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/15.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_12_26_2025_9_26_34 PM3796566398521333173.mp4,stories-organized/usa/texas/arlington/16.mp4,2025-12-26T21:26:34,16,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/16.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_12_26_2025_9_35_13 PM3796570669816012868.mp4,stories-organized/usa/texas/arlington/17.mp4,2025-12-26T21:35:13,17,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/17.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_12_27_2025_12_53_55 AM3796670752494586871.mp4,stories-organized/usa/texas/arlington/18.mp4,2025-12-27T00:53:55,18,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/18.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_12_27_2025_1_07_32 AM3796677582306337309.mp4,stories-organized/usa/texas/arlington/19.mp4,2025-12-27T01:07:32,19,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/19.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_12_28_2025_7_13_12 AM3797586343195733883.mp4,stories-organized/usa/texas/arlington/20.mp4,2025-12-28T07:13:12,20,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/20.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_12_28_2025_7_15_40 AM3797587582839060040.mp4,stories-organized/usa/texas/arlington/21.mp4,2025-12-28T07:15:40,21,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/21.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_12_28_2025_4_06_02 PM3797854604109100515.mp4,stories-organized/usa/texas/arlington/22.mp4,2025-12-28T16:06:02,22,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/22.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_1_1_2026_6_01_22 AM3800449398065748466.mp4,stories-organized/usa/texas/arlington/23.mp4,2026-01-01T06:01:22,23,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/23.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_2_9_2026_3_55_09 AM3828652019888717138.mp4,stories-organized/usa/texas/arlington/24.mp4,2026-02-09T03:55:09,24,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/24.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_3_1_2026_3_51_57 PM3843508371911150210.mp4,stories-organized/usa/texas/arlington/25.mp4,2026-03-01T15:51:57,25,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/25.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_3_8_2026_7_07_26 AM3848287554549920176.mp4,stories-organized/usa/texas/arlington/26.mp4,2026-03-08T07:07:26,26,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/26.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_3_21_2026_2_27_09 AM3857568564739398442.mp4,stories-organized/usa/texas/arlington/27.mp4,2026-03-21T02:27:09,27,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/27.mp4,usa,texas,arlington,Arlington,Arlington
Arlington,stories/Arlington/ash_1221w_story_4_15_2026_1_47_14 AM3875667752966504809.mp4,stories-organized/usa/texas/arlington/28.mp4,2026-04-15T01:47:14,28,mp4,video,https://cdn.ashzaeen.com/usa/texas/arlington/28.mp4,usa,texas,arlington,Arlington,Arlington
Cleveland,stories/Cleveland/ash_1221w_story_9_29_2024_4_03_00 PM3468049866360900448.jpg,stories-organized/usa/ohio/cleveland/01.jpg,2024-09-29T16:03:00,1,jpg,image,https://cdn.ashzaeen.com/usa/ohio/cleveland/01.jpg,usa,ohio,cleveland,"Cleveland, OH",Cleveland
Cleveland,stories/Cleveland/ash_1221w_story_9_30_2024_3_24_52 PM3468755543320447137.mp4,stories-organized/usa/ohio/cleveland/02.mp4,2024-09-30T15:24:52,2,mp4,video,https://cdn.ashzaeen.com/usa/ohio/cleveland/02.mp4,usa,ohio,cleveland,"Cleveland, OH",Cleveland
Cleveland,stories/Cleveland/ash_1221w_story_9_30_2024_3_51_38 PM3468768928225450734.jpg,stories-organized/usa/ohio/cleveland/03.jpg,2024-09-30T15:51:38,3,jpg,image,https://cdn.ashzaeen.com/usa/ohio/cleveland/03.jpg,usa,ohio,cleveland,"Cleveland, OH",Cleveland
Cleveland,stories/Cleveland/ash_1221w_story_9_30_2024_5_44_41 PM3468825851809493276.mp4,stories-organized/usa/ohio/cleveland/04.mp4,2024-09-30T17:44:41,4,mp4,video,https://cdn.ashzaeen.com/usa/ohio/cleveland/04.mp4,usa,ohio,cleveland,"Cleveland, OH",Cleveland
Colorado Springs,stories/Colorado Springs/ash_1221w_story_3_13_2025_8_17_02 AM3587403402620551695.mp4,stories-organized/usa/colorado/colorado-springs/01.mp4,2025-03-13T08:17:02,1,mp4,video,https://cdn.ashzaeen.com/usa/colorado/colorado-springs/01.mp4,usa,colorado,colorado-springs,"Colorado Springs, CO",Colorado Springs
Colorado Springs,stories/Colorado Springs/ash_1221w_story_3_14_2025_3_16_07 AM3587976706423088366.mp4,stories-organized/usa/colorado/colorado-springs/02.mp4,2025-03-14T03:16:07,2,mp4,video,https://cdn.ashzaeen.com/usa/colorado/colorado-springs/02.mp4,usa,colorado,colorado-springs,"Colorado Springs, CO",Colorado Springs
Colorado Springs,stories/Colorado Springs/ash_1221w_story_3_14_2025_3_42_44 AM3587990053503817329.mp4,stories-organized/usa/colorado/colorado-springs/03.mp4,2025-03-14T03:42:44,3,mp4,video,https://cdn.ashzaeen.com/usa/colorado/colorado-springs/03.mp4,usa,colorado,colorado-springs,"Colorado Springs, CO",Colorado Springs
Colorado Springs,stories/Colorado Springs/ash_1221w_story_3_14_2025_2_56_52 PM3588329403811717216.mp4,stories-organized/usa/colorado/colorado-springs/04.mp4,2025-03-14T14:56:52,4,mp4,video,https://cdn.ashzaeen.com/usa/colorado/colorado-springs/04.mp4,usa,colorado,colorado-springs,"Colorado Springs, CO",Colorado Springs
Colorado Springs,stories/Colorado Springs/ash_1221w_story_3_15_2025_1_49_24 AM3588657861837301064.mp4,stories-organized/usa/colorado/colorado-springs/05.mp4,2025-03-15T01:49:24,5,mp4,video,https://cdn.ashzaeen.com/usa/colorado/colorado-springs/05.mp4,usa,colorado,colorado-springs,"Colorado Springs, CO",Colorado Springs
Colorado Springs,stories/Colorado Springs/ash_1221w_story_3_15_2025_1_50_33 AM3588658436993876850.mp4,stories-organized/usa/colorado/colorado-springs/06.mp4,2025-03-15T01:50:33,6,mp4,video,https://cdn.ashzaeen.com/usa/colorado/colorado-springs/06.mp4,usa,colorado,colorado-springs,"Colorado Springs, CO",Colorado Springs
Colorado Springs,stories/Colorado Springs/ash_1221w_story_3_15_2025_4_27_17 PM3589099621312011371.mp4,stories-organized/usa/colorado/colorado-springs/07.mp4,2025-03-15T16:27:17,7,mp4,video,https://cdn.ashzaeen.com/usa/colorado/colorado-springs/07.mp4,usa,colorado,colorado-springs,"Colorado Springs, CO",Colorado Springs
Colorado Springs,stories/Colorado Springs/ash_1221w_story_3_15_2025_4_36_54 PM3589104553066923960.mp4,stories-organized/usa/colorado/colorado-springs/08.mp4,2025-03-15T16:36:54,8,mp4,video,https://cdn.ashzaeen.com/usa/colorado/colorado-springs/08.mp4,usa,colorado,colorado-springs,"Colorado Springs, CO",Colorado Springs
Columbus,stories/Columbus/ash_1221w_story_12_13_2024_6_49_37 PM3522522189369190087.mp4,stories-organized/usa/ohio/columbus/01.mp4,2024-12-13T18:49:37,1,mp4,video,https://cdn.ashzaeen.com/usa/ohio/columbus/01.mp4,usa,ohio,columbus,"Columbus, OH",Columbus
Columbus,stories/Columbus/ash_1221w_story_12_13_2024_7_04_17 PM3522529478229997167.mp4,stories-organized/usa/ohio/columbus/02.mp4,2024-12-13T19:04:17,2,mp4,video,https://cdn.ashzaeen.com/usa/ohio/columbus/02.mp4,usa,ohio,columbus,"Columbus, OH",Columbus
Columbus,stories/Columbus/ash_1221w_story_12_13_2024_7_06_05 PM3522530387873972441.jpg,stories-organized/usa/ohio/columbus/03.jpg,2024-12-13T19:06:05,3,jpg,image,https://cdn.ashzaeen.com/usa/ohio/columbus/03.jpg,usa,ohio,columbus,"Columbus, OH",Columbus
Columbus,stories/Columbus/ash_1221w_story_12_13_2024_7_17_07 PM3522535935334160140.mp4,stories-organized/usa/ohio/columbus/04.mp4,2024-12-13T19:17:07,4,mp4,video,https://cdn.ashzaeen.com/usa/ohio/columbus/04.mp4,usa,ohio,columbus,"Columbus, OH",Columbus
Cox Bazar,stories/Cox Bazar/ash_1221w_story_6_26_2025_11_06_07 PM3663952325955198459.mp4,stories-organized/bangladesh/chittagong/cox-bazar/01.mp4,2025-06-26T23:06:07,1,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/01.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_6_26_2025_11_06_53 PM3663952919843527780.mp4,stories-organized/bangladesh/chittagong/cox-bazar/02.mp4,2025-06-26T23:06:53,2,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/02.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_6_28_2025_12_46_36 PM3665090008282683416.mp4,stories-organized/bangladesh/chittagong/cox-bazar/03.mp4,2025-06-28T12:46:36,3,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/03.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_6_28_2025_2_12_57 PM3665133468410854160.mp4,stories-organized/bangladesh/chittagong/cox-bazar/04.mp4,2025-06-28T14:12:57,4,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/04.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_6_28_2025_2_14_05 PM3665134032284700307.mp4,stories-organized/bangladesh/chittagong/cox-bazar/05.mp4,2025-06-28T14:14:05,5,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/05.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_6_29_2025_5_12_50 AM3665586437556213371.mp4,stories-organized/bangladesh/chittagong/cox-bazar/06.mp4,2025-06-29T05:12:50,6,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/06.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_6_29_2025_6_34_51 AM3665627713399714668.mp4,stories-organized/bangladesh/chittagong/cox-bazar/07.mp4,2025-06-29T06:34:51,7,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/07.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_6_29_2025_3_59_57 PM3665912136305760910.mp4,stories-organized/bangladesh/chittagong/cox-bazar/08.mp4,2025-06-29T15:59:57,8,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/08.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_6_29_2025_4_11_41 PM3665917986722527286.mp4,stories-organized/bangladesh/chittagong/cox-bazar/09.mp4,2025-06-29T16:11:41,9,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/09.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_6_29_2025_11_35_18 PM3666141274257619491.mp4,stories-organized/bangladesh/chittagong/cox-bazar/10.mp4,2025-06-29T23:35:18,10,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/10.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_6_30_2025_4_07_45 AM3666278416933793543.mp4,stories-organized/bangladesh/chittagong/cox-bazar/11.mp4,2025-06-30T04:07:45,11,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/11.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_7_1_2025_8_24_36 AM3667132726118910811.mp4,stories-organized/bangladesh/chittagong/cox-bazar/12.mp4,2025-07-01T08:24:36,12,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/12.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_7_1_2025_8_28_10 AM3667134260713899221.mp4,stories-organized/bangladesh/chittagong/cox-bazar/13.mp4,2025-07-01T08:28:10,13,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/13.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_7_1_2025_10_47_23 AM3667204378387111740.mp4,stories-organized/bangladesh/chittagong/cox-bazar/14.mp4,2025-07-01T10:47:23,14,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/14.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_7_2_2025_4_28_29 AM3667738466680432946.mp4,stories-organized/bangladesh/chittagong/cox-bazar/15.mp4,2025-07-02T04:28:29,15,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/15.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Cox Bazar,stories/Cox Bazar/ash_1221w_story_7_2_2025_5_58_46 AM3667783894666911161.mp4,stories-organized/bangladesh/chittagong/cox-bazar/16.mp4,2025-07-02T05:58:46,16,mp4,video,https://cdn.ashzaeen.com/bangladesh/chittagong/cox-bazar/16.mp4,bangladesh,chittagong,cox-bazar,Cox Bazar,Cox's Bazar
Dhaka,stories/Dhaka/ash_1221w_story_1_19_2024_9_39_53 AM3283794327352509221.mp4,stories-organized/bangladesh/dhaka/dhaka/01.mp4,2024-01-19T09:39:53,1,mp4,video,https://cdn.ashzaeen.com/bangladesh/dhaka/dhaka/01.mp4,bangladesh,dhaka,dhaka,Dhaka,Dhaka
Dhaka,stories/Dhaka/ash_1221w_story_2_27_2024_10_49_39 AM3312095622014430804.webp,stories-organized/bangladesh/dhaka/dhaka/02.webp,2024-02-27T10:49:39,2,webp,image,https://cdn.ashzaeen.com/bangladesh/dhaka/dhaka/02.webp,bangladesh,dhaka,dhaka,Dhaka,Dhaka
Dhaka,stories/Dhaka/ash_1221w_story_4_4_2024_5_28_43 PM3339082940914741082.mp4,stories-organized/bangladesh/dhaka/dhaka/03.mp4,2024-04-04T17:28:43,3,mp4,video,https://cdn.ashzaeen.com/bangladesh/dhaka/dhaka/03.mp4,bangladesh,dhaka,dhaka,Dhaka,Dhaka
Dhaka,stories/Dhaka/ash_1221w_story_6_7_2024_9_12_14 AM3385218785811809550.mp4,stories-organized/bangladesh/dhaka/dhaka/04.mp4,2024-06-07T09:12:14,4,mp4,video,https://cdn.ashzaeen.com/bangladesh/dhaka/dhaka/04.mp4,bangladesh,dhaka,dhaka,Dhaka,Dhaka
Dhaka,stories/Dhaka/ash_1221w_story_6_7_2024_9_21_42 AM3385223540223024645.mp4,stories-organized/bangladesh/dhaka/dhaka/05.mp4,2024-06-07T09:21:42,5,mp4,video,https://cdn.ashzaeen.com/bangladesh/dhaka/dhaka/05.mp4,bangladesh,dhaka,dhaka,Dhaka,Dhaka
Dhaka,stories/Dhaka/ash_1221w_story_6_7_2024_10_57_13 AM3385271606796024008.mp4,stories-organized/bangladesh/dhaka/dhaka/06.mp4,2024-06-07T10:57:13,6,mp4,video,https://cdn.ashzaeen.com/bangladesh/dhaka/dhaka/06.mp4,bangladesh,dhaka,dhaka,Dhaka,Dhaka
Dhaka,stories/Dhaka/ash_1221w_story_8_9_2024_1_16_52 PM3431002672911092467.mp4,stories-organized/bangladesh/dhaka/dhaka/07.mp4,2024-08-09T13:16:52,7,mp4,video,https://cdn.ashzaeen.com/bangladesh/dhaka/dhaka/07.mp4,bangladesh,dhaka,dhaka,Dhaka,Dhaka
Dhaka,stories/Dhaka/ash_1221w_story_5_19_2025_2_18_20 AM3635782830728314888.mp4,stories-organized/bangladesh/dhaka/dhaka/08.mp4,2025-05-19T02:18:20,8,mp4,video,https://cdn.ashzaeen.com/bangladesh/dhaka/dhaka/08.mp4,bangladesh,dhaka,dhaka,Dhaka,Dhaka
Dhaka,stories/Dhaka/ash_1221w_story_5_29_2025_1_10_26 PM3643358843683391092.mp4,stories-organized/bangladesh/dhaka/dhaka/09.mp4,2025-05-29T13:10:26,9,mp4,video,https://cdn.ashzaeen.com/bangladesh/dhaka/dhaka/09.mp4,bangladesh,dhaka,dhaka,Dhaka,Dhaka
Dhaka,stories/Dhaka/ash_1221w_story_6_8_2025_12_45_20 PM3650593921740097693.mp4,stories-organized/bangladesh/dhaka/dhaka/10.mp4,2025-06-08T12:45:20,10,mp4,video,https://cdn.ashzaeen.com/bangladesh/dhaka/dhaka/10.mp4,bangladesh,dhaka,dhaka,Dhaka,Dhaka
Dhaka,stories/Dhaka/ash_1221w_story_6_9_2025_6_41_57 AM3651135737728213617.mp4,stories-organized/bangladesh/dhaka/dhaka/11.mp4,2025-06-09T06:41:57,11,mp4,video,https://cdn.ashzaeen.com/bangladesh/dhaka/dhaka/11.mp4,bangladesh,dhaka,dhaka,Dhaka,Dhaka
Eureka Springs,stories/Eureka Springs/ash_1221w_story_11_30_2025_4_59_22 PM3777587722752649661.mp4,stories-organized/usa/arkansas/eureka-springs/01.mp4,2025-11-30T16:59:22,1,mp4,video,https://cdn.ashzaeen.com/usa/arkansas/eureka-springs/01.mp4,usa,arkansas,eureka-springs,"Eureka Springs, AR",Eureka Springs
Eureka Springs,stories/Eureka Springs/ash_1221w_story_12_6_2025_12_53_06 AM3781450006369553351.mp4,stories-organized/usa/arkansas/eureka-springs/02.mp4,2025-12-06T00:53:06,2,mp4,video,https://cdn.ashzaeen.com/usa/arkansas/eureka-springs/02.mp4,usa,arkansas,eureka-springs,"Eureka Springs, AR",Eureka Springs
Eureka Springs,stories/Eureka Springs/ash_1221w_story_12_6_2025_12_54_30 AM3781450698027060445.mp4,stories-organized/usa/arkansas/eureka-springs/03.mp4,2025-12-06T00:54:30,3,mp4,video,https://cdn.ashzaeen.com/usa/arkansas/eureka-springs/03.mp4,usa,arkansas,eureka-springs,"Eureka Springs, AR",Eureka Springs
Eureka Springs,stories/Eureka Springs/ash_1221w_story_12_8_2025_12_59_36 AM3782902830035036156.mp4,stories-organized/usa/arkansas/eureka-springs/04.mp4,2025-12-08T00:59:36,4,mp4,video,https://cdn.ashzaeen.com/usa/arkansas/eureka-springs/04.mp4,usa,arkansas,eureka-springs,"Eureka Springs, AR",Eureka Springs
Eureka Springs,stories/Eureka Springs/ash_1221w_story_12_8_2025_1_02_09 AM3782904115119406179.mp4,stories-organized/usa/arkansas/eureka-springs/05.mp4,2025-12-08T01:02:09,5,mp4,video,https://cdn.ashzaeen.com/usa/arkansas/eureka-springs/05.mp4,usa,arkansas,eureka-springs,"Eureka Springs, AR",Eureka Springs
Eureka Springs,stories/Eureka Springs/ash_1221w_story_12_8_2025_1_10_30 AM3782908282101759969.mp4,stories-organized/usa/arkansas/eureka-springs/06.mp4,2025-12-08T01:10:30,6,mp4,video,https://cdn.ashzaeen.com/usa/arkansas/eureka-springs/06.mp4,usa,arkansas,eureka-springs,"Eureka Springs, AR",Eureka Springs
Eureka Springs,stories/Eureka Springs/ash_1221w_story_12_8_2025_3_41_39 PM3783346734583894935.mp4,stories-organized/usa/arkansas/eureka-springs/07.mp4,2025-12-08T15:41:39,7,mp4,video,https://cdn.ashzaeen.com/usa/arkansas/eureka-springs/07.mp4,usa,arkansas,eureka-springs,"Eureka Springs, AR",Eureka Springs
